date,n_observations,r_squared,adjusted_r_squared,coef_const,ols_p_const,hac_p_const,coef_BTC,ols_p_BTC,hac_p_BTC,coef_SP500,ols_p_SP500,hac_p_SP500,coef_GOLD,ols_p_GOLD,hac_p_GOLD,coef_USD,ols_p_USD,hac_p_USD,coef_VIX,ols_p_VIX,hac_p_VIX
2021-02-22,252,0.6917031741799344,0.6854369785331851,9.701082884576505e-05,0.9695056071248696,0.9628770806900322,1.0419647485878392,5.31824252402353e-52,6.351417304568443e-32,0.38292375335948436,0.023573296382110812,0.009573885885300254,5.07970979913841e-05,0.9997901890307783,0.999783257990361,-0.20712508122363493,0.7214562954648513,0.6154802486916889,0.022482379112177972,0.5621384365529105,0.6334098733341216
2021-02-23,252,0.6958217680332899,0.6896392836437226,-1.7729407610801197e-05,0.9944148095488805,0.9933121355592536,1.0448174448532317,9.11240013450694e-53,6.256787206894598e-33,0.3784277389417592,0.02590468697802461,0.011266333578260049,-0.004714005797180898,0.9805747360652523,0.9803417784427257,-0.21807920505155443,0.7076818106341594,0.6008013971479356,0.021143986435732547,0.5992308166054153,0.6827226814520299
2021-02-24,252,0.6950196785706348,0.6888208915497128,0.00013723356256425284,0.9567582237618715,0.9479999937388641,1.044871383476031,8.268847648990555e-53,7.454378607475765e-33,0.3732648089024345,0.028029341138065583,0.012616106266142795,-0.015245258195828032,0.9373474830353438,0.9365887073728693,-0.24176700975921062,0.6780447535209685,0.5625808496097149,0.02093371659133992,0.6023219395572292,0.6848503089257394
2021-02-25,252,0.6949286964550614,0.688728060204148,0.00015082444854174143,0.9525510358316127,0.9428225558565533,1.0414648836661176,2.329606634153286e-52,2.1199997192248427e-32,0.354399025875762,0.03581533361422528,0.015324333158809992,-0.004523733440321254,0.9813664068985833,0.9813567045450386,-0.23488638006275875,0.6868231632609032,0.5763125876788207,0.011492700183712956,0.7695014374489463,0.8192750853671279
2021-02-26,252,0.6954342314318516,0.6892438702820924,9.243923260660839e-05,0.9708460878786557,0.9651432503911407,1.0392629990062234,4.845617940430728e-52,1.4634457018242297e-31,0.3513016779581701,0.0374195208960733,0.01540536056653277,-0.0019863058293688174,0.99179098615591,0.9916929455983884,-0.21450900360518266,0.7120140367434025,0.6057818319553726,0.007036923781954696,0.8607860297977468,0.894651193029151
2021-03-01,252,0.6968291615720716,0.6906671526609349,3.9455059542044995e-05,0.9875484087266191,0.9850974549069311,1.0387635730893892,4.729315847254438e-52,1.338712514046946e-31,0.350459392138908,0.037716976174249225,0.015362958633887565,0.016652762114763242,0.9331902860518193,0.9335484929128869,-0.18748385496796494,0.7485020929954824,0.6561868785732294,0.006729052482536205,0.8661177074463482,0.8984287989945143
2021-03-02,252,0.6976759119610259,0.6915311134236484,4.973779273374714e-05,0.9842931845925768,0.9811087034486922,1.0375971790370955,6.756177295516727e-52,2.0908904183254227e-31,0.35689986036237825,0.03457500336681969,0.014188599714111178,0.019007479048851667,0.9237883785546805,0.924042301458168,-0.2107493487700085,0.7194461972500441,0.62351257260411,0.005147429535502294,0.897602469467174,0.9227261723698493
2021-03-03,252,0.6978290349018315,0.6916873486193484,0.00013233183657539974,0.9582664207883901,0.9499397235713242,1.039135992451688,3.030652812725e-52,4.172043284417763e-32,0.3542640114966782,0.036488975469851005,0.014906734598643532,0.022189423614543846,0.9120296995672397,0.9142792467038968,-0.20400442961576593,0.7281353750203963,0.6338828802235525,0.006239606397417337,0.8756614416913502,0.9051938303776234
2021-03-04,252,0.6975902207131321,0.6914436804837243,0.00029140101676547047,0.9083052111567992,0.8898372449010117,1.0372940553339076,6.093313579611123e-52,1.1660140343512973e-31,0.357864972996134,0.03544026482798626,0.014175937239337045,0.02260143137391929,0.910466081866042,0.9127078393998138,-0.16307552041719453,0.780269299009118,0.7015348010550744,0.006613163947862984,0.8683968276556884,0.899638123906512
2021-03-05,252,0.6973611130711396,0.6912099161823416,0.0002329427830667619,0.9265846657722341,0.9124481057445101,1.0392513465422801,8.51123994425918e-52,6.051517111498691e-31,0.357882563947735,0.03557712208509539,0.014650374880514341,0.02319110495321952,0.9082728513833644,0.9113458814232219,-0.18244780079069978,0.7549451394468771,0.6654111020085853,0.009322900362833644,0.815878780843877,0.8618004908222283
