model,systemic_risk_weight,selected_assets,expected_return,variance,volatility,systemic_risk_exposure,objective_value,ETH_selected,ETH_weight,BTC_selected,BTC_weight,NASDAQ_selected,NASDAQ_weight,SP500_selected,SP500_weight,GOLD_selected,GOLD_weight,USD_selected,USD_weight
systemic_risk_aware,0.075,"BTC, NASDAQ, GOLD",0.2196494355594335,0.05087120490764722,0.22554645842408436,0.7371622596257118,-0.029101945853964764,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0
systemic_risk_aware,0.09,"BTC, NASDAQ, GOLD",0.2196494355594335,0.05087120490764722,0.22554645842408436,0.7371622596257118,-0.018044511959579082,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0
systemic_risk_aware,0.1,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,-0.01076395638519076,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.125,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.003234603848601608,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.15,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.017233164082393976,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.175,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.031231724316186343,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.2,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.04523028454997871,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.225,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.05922884478377108,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.25,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.07322740501756345,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.3,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.10122452548514818,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.35,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.12922164595273292,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.4,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.15721876642031765,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.5,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.21321300735548712,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.6,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.26920724829065656,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,0.75,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.35319860969341077,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
systemic_risk_aware,1.0,"BTC, GOLD, USD",0.16697456651422735,0.033458171873506894,0.18291575075292693,0.5599424093516947,0.49318421203133445,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333
