date,mean_correlation,mean_absolute_correlation
2021-03-01,0.07211280118574888,0.34590300285880826
2021-03-02,0.07339447112144623,0.34351892781215604
2021-03-03,0.07421432021993823,0.34493878636035413
2021-03-04,0.07436872418725111,0.3474670544426984
2021-03-05,0.07509511548030379,0.3497970114623739
2021-03-08,0.07369850591838556,0.34816563842157267
2021-03-09,0.06822325405959859,0.35137817136982874
2021-03-10,0.06775846911395653,0.35764683859051766
2021-03-11,0.06796731600910005,0.35690661317152184
2021-03-12,0.058584718501522325,0.3021193226270553
2021-03-15,0.06003363432892874,0.3156838540630198
2021-03-16,0.04806726290886284,0.3035630184465828
2021-03-17,0.03821612972264057,0.3103555877551464
2021-03-18,0.039582984505011506,0.3068083249765718
2021-03-19,0.03212847141190327,0.31470828525456235
2021-03-22,0.030809021133999828,0.3155362093965148
2021-03-23,0.033794062545030014,0.32088129187256637
2021-03-24,0.02530486347330941,0.31479837655099413
2021-03-25,0.02474596050292383,0.3156816652490854
2021-03-26,0.028546010234895156,0.3139218103969485
2021-03-29,0.021382748546122807,0.31614072552297373
2021-03-30,0.02090638322230695,0.32016788155343695
2021-03-31,0.019098287789607565,0.3210014095905863
2021-04-01,0.02096999955920626,0.3223378314725396
2021-04-05,0.018587973731833553,0.3223536098746816
2021-04-06,0.01839967275212147,0.32301866371889126
2021-04-07,0.002859505182977809,0.31704633374836905
2021-04-08,0.0016333539696772818,0.3190852596094035
2021-04-09,0.000752053167936182,0.31947493888553324
2021-04-12,0.001637986344632308,0.3189966498289176
2021-04-13,0.0012890714246703188,0.3209344287217903
2021-04-14,0.0020071792027357587,0.31987799515489024
2021-04-15,0.002403734225328465,0.31614108142804365
2021-04-16,0.0002507226375793605,0.3174976167762765
2021-04-19,0.003920591039674997,0.3188686235647048
2021-04-20,0.004322488008739598,0.3178450142139032
2021-04-21,0.0032089950901908193,0.3157991584761969
2021-04-22,4.9315719993028994e-05,0.31462193830735496
2021-04-23,0.0002322682452800632,0.3142604008101204
2021-04-26,0.0007106574337464655,0.31452073176160084
2021-04-27,0.0009286964640181598,0.3139750160472408
2021-04-28,0.0009086058314638027,0.3139713964789122
2021-04-29,-0.00018385002592451248,0.3108890304936067
2021-04-30,-0.0011424672445160809,0.3099463283268565
2021-05-03,-0.0019921026260089703,0.31164237210730783
2021-05-04,-0.002209391070497268,0.31620263252958436
2021-05-05,-0.0022729049847593787,0.3163736962963317
2021-05-06,-0.0023657968348708173,0.31621699472588793
2021-05-07,-0.002782801702924412,0.31423904721077167
2021-05-10,-0.003628298784077062,0.3124437336157039
2021-05-11,-0.002719879675148965,0.3114091680988939
2021-05-12,-0.0030791605928089925,0.32439076696192415
2021-05-13,-0.0021075875266122557,0.32502688444609934
2021-05-14,-0.0032215906650568168,0.3274392803370497
2021-05-17,-0.004238163814641702,0.32536553164623916
2021-05-18,-0.0027510969730859497,0.323291167182675
2021-05-19,-0.005642575391767844,0.32364221015258826
2021-05-20,-0.005241917060066984,0.3266827147154607
2021-05-21,-0.005373549254716991,0.3244447768515081
2021-05-24,-0.005869043173702649,0.32663881387132054
2021-05-25,-0.00764758678177672,0.32929941636570725
2021-05-26,-0.008030140543499965,0.3286022445024844
2021-05-27,-0.007601373427065398,0.32926262613369467
2021-05-28,-0.007836147996116424,0.32886140492337024
2021-06-01,-0.007664280673369291,0.3280038126808388
2021-06-02,-0.007874871676482088,0.32906611514555484
2021-06-03,-0.00804850686827289,0.32918337710785456
2021-06-04,-0.008374351863745709,0.328350569401582
2021-06-07,-0.007037960385416456,0.3310536752602862
2021-06-08,-0.0076345256930866285,0.33120852042814486
2021-06-09,-0.007594699577193902,0.33059808366106075
2021-06-10,-0.0074534079389353865,0.33012600823412186
2021-06-11,-0.003179503280853448,0.32356146920608775
2021-06-14,-0.0035372189437731264,0.3246126584998243
2021-06-15,-0.0038479866264230674,0.3255122524219293
2021-06-16,-0.005562370360365357,0.3279008007727613
2021-06-17,-0.006716691877599218,0.3262593971071827
2021-06-18,-0.007014891378266497,0.3293412892602336
2021-06-21,-0.006293304143767886,0.32409939225838674
2021-06-22,-0.006171060661805854,0.3221479918039481
2021-06-23,-0.006071882859088253,0.3219223652615848
2021-06-24,-0.005947937067657848,0.31926151894229565
2021-06-25,-0.005811241503991099,0.31938660211386005
2021-06-28,-0.0043999696259220305,0.3197711441161272
2021-06-29,-0.004310255144338642,0.31976259896891823
2021-06-30,-0.004128863146184949,0.31917965132150483
2021-07-01,-0.004405478772292425,0.3191351958194777
2021-07-02,-0.00443094867957246,0.3196915972054431
2021-07-06,-0.003482637856153968,0.31794322859305124
2021-07-07,-0.0032318885719623373,0.3180994976096129
2021-07-08,-0.002817846738053208,0.3170484933802347
2021-07-09,-0.002683345898621185,0.31746786664069115
2021-07-12,-0.0026823065683024877,0.3176821631280064
2021-07-13,-0.002479074751897085,0.31952130134305257
2021-07-14,-0.0022395059458277734,0.3195581119738177
2021-07-15,-0.002319230344859649,0.3202513590026828
2021-07-16,-0.0022953167923341847,0.3205189780152172
2021-07-19,-0.0028333882945178667,0.32202680526574784
2021-07-20,-0.0030930243208197,0.3206845799068345
2021-07-21,-0.00334760272707301,0.3225326855328994
2021-07-22,-0.003441123285786965,0.3219900500832018
2021-07-23,-0.0023514281344390623,0.3244275127967537
2021-07-26,-0.0029975650469201633,0.32453418313664034
2021-07-27,-0.0034555898951743086,0.31723616274715516
2021-07-28,-0.0032167586519069114,0.31740700874703254
2021-07-29,-0.003189925745393795,0.31698920536959235
2021-07-30,-0.003476101608188292,0.31681995536139324
2021-08-02,-0.005781458870073817,0.31691369695764127
2021-08-03,-0.006042271825673141,0.31628495987653504
2021-08-04,-0.005973091348434179,0.31571967014789326
2021-08-05,-0.005845707955096636,0.3144519550570586
2021-08-06,-0.006316177596220448,0.3127783661056236
2021-08-09,-0.006966280987482774,0.31020151058538453
2021-08-10,-0.007202215509799084,0.31037797316446697
2021-08-11,-0.009973378757193216,0.3069890572047354
2021-08-12,-0.009877495249355385,0.30604945584211274
2021-08-13,-0.010073166853843494,0.307225605476609
2021-08-16,-0.01068454016669746,0.3073682502379527
2021-08-17,-0.010837562700755607,0.3085345101007211
2021-08-18,-0.010882656860647412,0.3089585799735014
2021-08-19,-0.010139899969238083,0.3060571423023202
2021-08-20,-0.01001104040869401,0.3072985205630471
2021-08-23,-0.010014226480306162,0.30890593909912567
2021-08-24,-0.01022884740534383,0.30880156499178446
2021-08-25,-0.010698395401127771,0.30934630489695264
2021-08-26,-0.012267928148491588,0.3107075767935403
2021-08-27,-0.012377947557238565,0.31329292558532545
2021-08-30,-0.012309681753730428,0.31111631439481
2021-08-31,-0.012919773438819816,0.3124349743382932
2021-09-01,-0.014144637554843475,0.3127746361651284
2021-09-02,-0.013118514825220357,0.31414776827079743
2021-09-03,-0.017396435413027562,0.3076750224778929
2021-09-07,-0.01837570441426266,0.3127382660228433
2021-09-08,-0.01862833513740981,0.30943642948995054
2021-09-09,-0.01871068174580081,0.3077788173954744
2021-09-10,-0.017923023403804868,0.3110151224149947
2021-09-13,-0.018512155279626952,0.31153436766686265
2021-09-14,-0.018844873874378984,0.31001132252144825
2021-09-15,-0.018895956649172745,0.3104096350873543
2021-09-16,-0.01885188030255215,0.31122542345305404
2021-09-17,-0.019502066164518578,0.31372518602779575
2021-09-20,-0.019699262394720602,0.3175187362347144
2021-09-21,-0.019912811882925024,0.31165338982713603
2021-09-22,-0.02010001398170665,0.3132951885626983
2021-09-23,-0.02281891122695186,0.3070828812791666
2021-09-24,-0.02316413408541762,0.306694757147356
2021-09-27,-0.023072035028227047,0.3086199483450395
2021-09-28,-0.023407227264752726,0.3127620014149137
2021-09-29,-0.02325977089272447,0.3128693376249127
2021-09-30,-0.023717546453270573,0.31115480279259344
2021-10-01,-0.023563544401783366,0.3136185834995022
2021-10-04,-0.024183777108706266,0.31127397856932937
2021-10-05,-0.024470284274457906,0.310627495044875
2021-10-06,-0.024204607025104456,0.3082988295751426
2021-10-07,-0.023786977012665876,0.3088060690063628
2021-10-08,-0.02342685494505038,0.30827035209077874
2021-10-11,-0.023581940222106693,0.3056059650327081
2021-10-12,-0.02548462650886696,0.305578510066981
2021-10-13,-0.025531035612151625,0.30572402529414855
2021-10-14,-0.02568863730722759,0.30671715935801347
2021-10-15,-0.026277852325997293,0.30643427852607924
2021-10-18,-0.026652030704313982,0.3063588388076789
2021-10-19,-0.026287382870892537,0.3091706445660732
2021-10-20,-0.026293587086434395,0.3097658453943316
2021-10-21,-0.026151214434625963,0.3095546617442635
2021-10-22,-0.026095245740507134,0.30990419322606816
2021-10-25,-0.025142325059911968,0.30984467593384285
2021-10-26,-0.024741518255619512,0.3090621040376916
2021-10-27,-0.024709255011818438,0.3093978954145571
2021-10-28,-0.02579468310685212,0.30401297408695604
2021-10-29,-0.025821653156263908,0.3049850024676241
2021-11-01,-0.025813782291395568,0.30608855507905125
2021-11-02,-0.025709617659783,0.3060777569681467
2021-11-03,-0.025642083702670987,0.30356572391288406
2021-11-04,-0.023680197809903852,0.30330286554579433
2021-11-05,-0.024112998218037838,0.29617619659549377
2021-11-08,-0.024036249710197948,0.29560773855345746
2021-11-09,-0.023202904545656867,0.2964783197894374
2021-11-10,-0.023563771117168862,0.2979230478552032
2021-11-11,-0.023551962192358573,0.2986227615316148
2021-11-12,-0.023368637732408257,0.29958986593036296
2021-11-15,-0.02331393199551357,0.2988468748598798
2021-11-16,-0.023590392641233048,0.298465163187665
2021-11-17,-0.023389905948774384,0.2985779287036963
2021-11-18,-0.023553037449706264,0.2977938052335614
2021-11-19,-0.023043219512751532,0.2973954762927457
2021-11-22,-0.022267757852275083,0.3014167066366128
2021-11-23,-0.021245731304689357,0.30350874158341096
2021-11-24,-0.020376728435292053,0.3044157372676303
2021-11-26,-0.01878931077610773,0.2992561452993109
2021-11-29,-0.019000799444365727,0.30233173638312244
2021-11-30,-0.017711647632288042,0.30196125332612844
2021-12-01,-0.017215868851576083,0.3015871299083783
2021-12-02,-0.01761003782384834,0.2997877741166372
2021-12-03,-0.017799104861336696,0.29983478507064276
2021-12-06,-0.017746436436518014,0.29924132685178406
2021-12-07,-0.018716602578399646,0.2987382765350926
2021-12-08,-0.01804772773381192,0.299358875261636
2021-12-09,-0.01796614946845157,0.30148878523524364
2021-12-10,-0.01810122842376011,0.3013999540752438
2021-12-13,-0.0182557535946498,0.3020064214773168
2021-12-14,-0.017838448912143555,0.30376372425765796
2021-12-15,-0.01777042668101807,0.30361278263018165
2021-12-16,-0.018228263768311104,0.3004292340461813
2021-12-17,-0.01832577769412154,0.29949269009449
2021-12-20,-0.018192081079212812,0.299393044184822
2021-12-21,-0.018184347500405835,0.299372252133051
2021-12-22,-0.01861093662132869,0.30116014115576784
2021-12-23,-0.018825982289984184,0.30237269782329335
2021-12-27,-0.018937235692188203,0.30115319877849184
2021-12-28,-0.020338714621990266,0.3009842573375135
2021-12-29,-0.019731798218909618,0.30105688753676363
2021-12-30,-0.019570919919817603,0.3006416430150834
2021-12-31,-0.019535489320164155,0.30056262280032675
2022-01-03,-0.02000795591032975,0.311242764620213
2022-01-04,-0.020056802250674296,0.30905482123009964
2022-01-05,-0.018057827335721616,0.3093975594742388
2022-01-06,-0.01885120384371069,0.30990607998296876
2022-01-07,-0.015926961966017755,0.31053496295509114
2022-01-10,-0.014633877714230473,0.30750583291522776
2022-01-11,-0.015748698635519896,0.31079269878285304
2022-01-12,-0.01691893489393678,0.31214084707914447
2022-01-13,-0.015522294071247791,0.31282521797306595
2022-01-14,-0.015439651257745077,0.3100245003554381
2022-01-18,-0.015762420160681283,0.31210890074651376
2022-01-19,-0.016515371111493673,0.31002085003082863
2022-01-20,-0.01804157632953616,0.31475687298870747
2022-01-21,-0.013138442554989225,0.31930003172089244
2022-01-24,-0.013332141088612063,0.3194074504906358
2022-01-25,-0.013891128773206987,0.3181613913860958
2022-01-26,-0.014386027584678546,0.3119803078884168
2022-01-27,-0.01390233883167981,0.3114067258484571
2022-01-28,-0.012673488138703361,0.3131185203378715
2022-01-31,-0.014244736780528329,0.3191935324919428
2022-02-01,-0.013647334233645407,0.320661634393627
2022-02-02,-0.01363872442277462,0.31949697663309223
2022-02-03,-0.010712158169044089,0.3176135609402929
2022-02-04,-0.009207236504707072,0.31657358330704966
2022-02-07,-0.010744957092134152,0.31799923293283916
2022-02-08,-0.010585207847887499,0.31787954926406675
2022-02-09,-0.010468643974061456,0.31891791411530795
2022-02-10,-0.010165034794925941,0.31977383576243346
2022-02-11,-0.011001298040172346,0.32223951212575624
2022-02-14,-0.010400765883839157,0.3212441125293733
2022-02-15,-0.010621829852131531,0.32343910019979927
2022-02-16,-0.010448338335036774,0.32414278282856973
2022-02-17,-0.01076904042183258,0.32503131490734766
2022-02-18,-0.010494299535264822,0.3276653529689468
2022-02-22,-0.010291558980232415,0.32830749004499615
2022-02-23,-0.010219991308150218,0.3285321196593852
2022-02-24,-0.00729162557029472,0.31917008356195076
2022-02-25,-0.00844897998521336,0.31906016039359125
2022-02-28,-0.007777296575960952,0.31512740092336056
2022-03-01,-0.00826090407755516,0.3115448783624991
2022-03-02,-0.007940120118347837,0.31038196890324105
2022-03-03,-0.007923576935746541,0.30748507628035526
2022-03-04,-0.009437068222174421,0.31199274966629403
2022-03-07,-0.009207966663062537,0.3173219030840067
2022-03-08,-0.011368284231725412,0.31776479181014816
2022-03-09,-0.014580532754806398,0.3254842792635354
2022-03-10,-0.014397583554868061,0.3248514369917241
2022-03-11,-0.01449572711815736,0.32541541063134527
2022-03-14,-0.014297538167896615,0.3245021549444735
2022-03-15,-0.015452330052320658,0.32476102835732473
2022-03-16,-0.016895033193609604,0.3295340307780699
2022-03-17,-0.01596212799586603,0.3274577805164759
2022-03-18,-0.015919240632387848,0.3283286574744996
2022-03-21,-0.01608444365704426,0.3304132845350057
2022-03-22,-0.015753121226717758,0.3307963579353902
2022-03-23,-0.016086005564777482,0.32938519914043035
2022-03-24,-0.014713023231729358,0.32822087852807524
2022-03-25,-0.01560752208485842,0.3274622505819148
2022-03-28,-0.015161089221146002,0.32934798389984904
2022-03-29,-0.01564709373022836,0.3303866809195218
2022-03-30,-0.01615964062440281,0.33083215938737986
2022-03-31,-0.016627390361070044,0.33250445547997837
2022-04-01,-0.01709261264090934,0.3330844808027826
2022-04-04,-0.01623407921452786,0.33185283279558464
2022-04-05,-0.016770812305945654,0.33365638470984554
2022-04-06,-0.015957573879663838,0.3340474345382403
2022-04-07,-0.015590435221303715,0.3337064507717382
2022-04-08,-0.015303246051469968,0.33379569048907
2022-04-11,-0.015277141498082913,0.33571432003135343
2022-04-12,-0.014820672257975327,0.3358667550259891
2022-04-13,-0.01619655803390852,0.3380765050770065
2022-04-14,-0.015877239078342778,0.3388292584166441
2022-04-18,-0.018501968577369358,0.3407436378390665
2022-04-19,-0.018816822419182457,0.3423508645477045
2022-04-20,-0.017243796434683527,0.3422780821290785
2022-04-21,-0.017097891078142004,0.342780001516576
2022-04-22,-0.017650433976735522,0.34334083537209414
2022-04-25,-0.018392495890240494,0.3439525783705052
2022-04-26,-0.019128738458507266,0.3493635658287251
2022-04-27,-0.01918999524310228,0.3491755037429445
2022-04-28,-0.016667471301621484,0.34612645418911586
2022-04-29,-0.014619520659795868,0.3455243641762526
2022-05-02,-0.013689161114749356,0.3487577364109245
2022-05-03,-0.0138001484671064,0.3477212989643515
2022-05-04,-0.015054808887034392,0.3531649656091883
2022-05-05,-0.017009078499645502,0.3619427780526068
2022-05-06,-0.016583492643916,0.36132133754857
2022-05-09,-0.006645460873609752,0.3649081865353221
2022-05-10,-0.006758383524497121,0.3664084183489884
2022-05-11,-0.004043481402117141,0.3626105334428179
2022-05-12,-0.004518312647578704,0.3630219358609882
2022-05-13,-0.005225922002646316,0.36325903730366715
2022-05-16,-0.003194719991997485,0.362737034158417
2022-05-17,-0.004016862662951431,0.3652882927957298
2022-05-18,0.0006537677224312823,0.37041962651950533
2022-05-19,0.0003311431958034495,0.36750879161636907
2022-05-20,-0.0001117034901892358,0.3689064530675459
2022-05-23,-0.0008220798710518359,0.36809056452381117
2022-05-24,-0.0012029565539608202,0.3675341263570817
2022-05-25,-0.0018528555278680295,0.3682437534133077
2022-05-26,-0.0034616116854594373,0.366425526482488
2022-05-27,-0.004135473382516978,0.3648794388054986
2022-05-31,-0.00502072470530499,0.3636220680676033
2022-06-01,-0.005524987841174183,0.3643152481877779
2022-06-02,-0.005206438362904196,0.36522328276968663
2022-06-03,-0.0037124908461422536,0.3667021108809972
2022-06-06,-0.0029917556328881525,0.36761945270926105
2022-06-07,-0.0031239148411419497,0.36732453063915155
2022-06-08,-0.003039372757367196,0.369297197344924
2022-06-09,-0.004039208566018524,0.3704516974981894
2022-06-10,-0.005299292736968608,0.37484164422229704
2022-06-13,0.002424515864952213,0.3832634753396706
2022-06-14,0.0025234842334284292,0.38345877693234653
2022-06-15,0.0030208197729699976,0.3833751218250623
2022-06-16,0.010074748457696852,0.37851604735998723
2022-06-17,0.01080898457216245,0.37603292238270936
2022-06-21,0.010748932770388572,0.3840128087433478
2022-06-22,0.011468979669880974,0.3829217323826999
2022-06-23,0.012237807612852283,0.3829625366989005
2022-06-24,0.012283971167669074,0.3831532726256274
2022-06-27,0.012988283712111264,0.3843363636217536
2022-06-28,0.011944306742593655,0.38627924931945334
2022-06-29,0.012023901617390318,0.3864903044358555
2022-06-30,0.01301662503578819,0.38617734749335453
2022-07-01,0.013284051484687396,0.38625529872313813
2022-07-05,0.0143348148191055,0.3837543401533492
2022-07-06,0.012857502845208865,0.3846564976676906
2022-07-07,0.013716908888060547,0.38487751064256315
2022-07-08,0.013644226725049644,0.3857804600181788
2022-07-11,0.012981913552109122,0.38827735107902633
2022-07-12,0.01348055686276534,0.38860783502783147
2022-07-13,0.013372894110793697,0.3880080206098819
2022-07-14,0.012927029690510813,0.38714784158663645
2022-07-15,0.012623600382033775,0.3878267571370754
2022-07-18,0.009389599339228135,0.3833373637610589
2022-07-19,0.00824624389500936,0.3833897721496237
2022-07-20,0.008339989881867233,0.38453408085577706
2022-07-21,0.009223378246859149,0.38321172243255125
2022-07-22,0.00927148758808671,0.3831283881442759
2022-07-25,0.009543927262128205,0.38199884361130704
2022-07-26,0.009882790435566372,0.38303855436905804
2022-07-27,0.010214269406348684,0.38823947739208625
2022-07-28,0.011484343619319545,0.38789074245420446
2022-07-29,0.011348057943514693,0.3874214995251057
2022-08-01,0.011839652499429342,0.38780174231727027
2022-08-02,0.012786447118747025,0.38903781036087265
2022-08-03,0.012245867732422522,0.38923649504546226
2022-08-04,0.012163836022206114,0.38994133150425986
2022-08-05,0.01228926720489595,0.38807977895675155
2022-08-08,0.012873858294986305,0.38870799815476126
2022-08-09,0.014188229263787164,0.39199610031989485
2022-08-10,0.013161791115572544,0.395251526499292
2022-08-11,0.0131765139549383,0.39509216037024414
2022-08-12,0.014819452877290378,0.3942013957500794
2022-08-15,0.01486615548102121,0.39292729192870623
2022-08-16,0.015297278903781665,0.39327641337206903
2022-08-17,0.015893785777635814,0.39243621190215355
2022-08-18,0.01565051917675632,0.39323317044590667
2022-08-19,0.01514240216644685,0.3962821952137794
2022-08-22,0.014650224527130093,0.3944387248925978
2022-08-23,0.014728900161925249,0.394389030238671
2022-08-24,0.014915046584333862,0.39475569687128353
2022-08-25,0.015176660528339029,0.3950386975013398
2022-08-26,0.017044780125094635,0.3966632457722901
2022-08-29,0.0168488330204676,0.395246241118076
2022-08-30,0.01776903929654469,0.3952121898097795
2022-08-31,0.017784386324864548,0.3949560019152686
2022-09-01,0.018452207294190837,0.394669443346
2022-09-02,0.018404620948600108,0.3946652885204539
2022-09-06,0.01794114435651901,0.394755358682542
2022-09-07,0.018492510935866843,0.39433492169698947
2022-09-08,0.018490268472774095,0.3946301926227015
2022-09-09,0.01826437340537578,0.39657476434773786
2022-09-12,0.0183383177026902,0.39623831368907175
2022-09-13,0.017969246016232697,0.40212365201128253
2022-09-14,0.01790817200102788,0.40246073003497207
2022-09-15,0.020209759221359685,0.4017940476723632
2022-09-16,0.020282451143416064,0.40171617531681764
2022-09-19,0.02017927044548569,0.4012022357063336
2022-09-20,0.021001449221748885,0.40047642309295883
2022-09-21,0.02092669034499089,0.40248476924005916
2022-09-22,0.02077389179702104,0.40116531942738753
2022-09-23,0.02069131127908023,0.4000826903787651
2022-09-26,0.020664770086358294,0.4006552837439302
2022-09-27,0.020633161659285866,0.4007005289527041
2022-09-28,0.019986094006284805,0.4010417964870373
2022-09-29,0.020089968110367208,0.39980943525857515
2022-09-30,0.020132328585026747,0.3991458090502449
2022-10-03,0.02103827261242364,0.3967313572078192
2022-10-04,0.02092469390142891,0.3991741613382178
2022-10-05,0.021014571469388378,0.3986966135213061
2022-10-06,0.021182939831024414,0.39938493099024536
2022-10-07,0.021395086831734494,0.39903383691182065
2022-10-10,0.02167331447619008,0.3996054595499912
2022-10-11,0.02176366504596155,0.4009297294692897
2022-10-12,0.021762085615821703,0.40094863371475187
2022-10-13,0.021008785729910898,0.4003639219650583
2022-10-14,0.021153588824009986,0.39973043006304565
2022-10-17,0.021839421481280832,0.40221573999928917
2022-10-18,0.02176191609737169,0.4021350993117749
2022-10-19,0.021714310763103813,0.40198247861975356
2022-10-20,0.021771981242553994,0.4012935776484971
2022-10-21,0.022053862694434295,0.40286703986693795
2022-10-24,0.0223095103944056,0.40307260979121373
2022-10-25,0.021058283488861167,0.4052572141828368
2022-10-26,0.020682458020985967,0.40406706932801806
2022-10-27,0.020695383658008264,0.4046669163614063
2022-10-28,0.020171938810764685,0.4033219010670996
2022-10-31,0.020050341587691534,0.4039679594539899
2022-11-01,0.0200950069044807,0.40421879542223305
2022-11-02,0.02094735894498305,0.40356954523482474
2022-11-03,0.02079320567864487,0.4027848868865496
2022-11-04,0.020057112898973505,0.4082748676970683
2022-11-07,0.019496339722541705,0.4075140465410858
2022-11-08,0.016316684915710106,0.402729339771627
2022-11-09,0.01645520051714961,0.40443456515636783
2022-11-10,0.018176991297341544,0.42290446900648454
2022-11-11,0.01845027032472802,0.4220897689340163
2022-11-14,0.018292624378906774,0.422313900644315
2022-11-15,0.01849224826727787,0.42215944258235905
2022-11-16,0.01930895367614957,0.42247073145382946
2022-11-17,0.01912533892420802,0.4226979169565358
2022-11-18,0.019132414271029758,0.4233941497671523
2022-11-21,0.019106402559615075,0.42483256250921025
2022-11-22,0.01867746659503953,0.423797224496756
2022-11-23,0.019063344777715523,0.4256868373085343
2022-11-25,0.019071131222645782,0.4259779059766005
2022-11-28,0.016190784860390956,0.43446223550702
2022-11-29,0.01628101456440784,0.43474469633944385
2022-11-30,0.01569644849039157,0.4385694845151645
2022-12-01,0.014871626757608674,0.43946197780776497
2022-12-02,0.014733173862309814,0.44081288178913947
2022-12-05,0.015187052106775331,0.44352903145852746
2022-12-06,0.015147413167326368,0.4449292432978056
2022-12-07,0.01477619901554929,0.44610466249343617
2022-12-08,0.01454571723891086,0.44653761509947365
2022-12-09,0.014602454590483729,0.445091279981027
2022-12-12,0.0146233938378361,0.4449869895074456
2022-12-13,0.014557826389960308,0.44773885817348646
2022-12-14,0.015118353748547269,0.44693910942818277
2022-12-15,0.015585124637820656,0.44950977260138647
2022-12-16,0.016014597809321962,0.45085506962755467
2022-12-19,0.016199813494845318,0.4508043933657405
2022-12-20,0.016206677904686415,0.45234846558573016
2022-12-21,0.016341749800387405,0.451811415915279
2022-12-22,0.016010573992958195,0.4521226935553013
2022-12-23,0.015851111233672784,0.4517323073225499
2022-12-27,0.015894836967055966,0.4516757647773816
2022-12-28,0.01598278584245773,0.4524668149555617
2022-12-29,0.015426874771109201,0.4536427249673834
2022-12-30,0.01532864728416038,0.45371855659130994
2023-01-03,0.016588194732811406,0.4527636181926611
2023-01-04,0.01691206723222392,0.4546637241571612
2023-01-05,0.01691030157626087,0.455294600424715
2023-01-06,0.016864231516169986,0.45812118636924765
2023-01-09,0.01660467052038181,0.4579379669336772
2023-01-10,0.015720995619475035,0.4590274635709757
2023-01-11,0.016478661757706233,0.45900912881490125
2023-01-12,0.016217248869282726,0.4590228850998621
2023-01-13,0.016742503914595894,0.4589511805546887
2023-01-17,0.016636856821861307,0.45732119571233687
2023-01-18,0.01670683551279969,0.4579045190610876
2023-01-19,0.01638815902307768,0.45678710956550617
2023-01-20,0.017662994615594858,0.45857808532170713
2023-01-23,0.017742411962899256,0.4577001624924241
2023-01-24,0.0168148271676832,0.4555975137469121
2023-01-25,0.016701721522887483,0.45617838691076446
2023-01-26,0.016838938643901888,0.4563368811474015
2023-01-27,0.01690420871814706,0.4562922335945701
2023-01-30,0.016526230310129713,0.45724427135220513
2023-01-31,0.016926494586768273,0.4579947968293837
2023-02-01,0.017088658711632204,0.45670984043000284
2023-02-02,0.017345221303230133,0.4546798581512624
2023-02-03,0.01758173678147686,0.4554903646410436
2023-02-06,0.017437563780756095,0.4579493331202287
2023-02-07,0.017315494258162034,0.45915488929915277
2023-02-08,0.017456772303841933,0.4593105281563888
2023-02-09,0.017910301809729853,0.459846725947909
2023-02-10,0.017909443647558553,0.4591508419149587
2023-02-13,0.017434048193333433,0.4594497407501072
2023-02-14,0.017705025417232338,0.45890765693103636
2023-02-15,0.016925455833903078,0.4567751139138352
2023-02-16,0.01754769603698612,0.4558304159324279
2023-02-17,0.017182886811482494,0.4556861042019525
2023-02-21,0.018390255924265693,0.4576976042134063
2023-02-22,0.018282530992067947,0.4575231328002351
2023-02-23,0.018401254484083456,0.45723181488847087
2023-02-24,0.018633178286182057,0.4580427129977509
2023-02-27,0.016369458857605775,0.460330716220545
2023-02-28,0.01729458872239895,0.46213822416373157
2023-03-01,0.015190881356407046,0.46484950096565875
2023-03-02,0.013846499403776035,0.4677022074541557
2023-03-03,0.013431562625964807,0.46747599525731803
